2024-04-27 03:26:03,839 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-04-27 03:26:03,841 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Configure stats pid to 29373
2024-04-27 03:26:03,841 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Loading settings from /Users/jasonokoro/.config/wandb/settings
2024-04-27 03:26:03,842 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Loading settings from /Users/jasonokoro/Desktop/proyectos/nerf/wandb/settings
2024-04-27 03:26:03,842 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'notebook_name': 'nerf.ipynb'}
2024-04-27 03:26:03,843 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-04-27 03:26:03,843 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2024-04-27 03:26:03,845 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2024-04-27 03:26:03,845 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-04-27 03:26:03,845 INFO    MainThread:29373 [wandb_init.py:_log_setup():521] Logging user logs to /Users/jasonokoro/Desktop/proyectos/nerf/wandb/run-20240427_032603-l0a2r2hv/logs/debug.log
2024-04-27 03:26:03,846 INFO    MainThread:29373 [wandb_init.py:_log_setup():522] Logging internal logs to /Users/jasonokoro/Desktop/proyectos/nerf/wandb/run-20240427_032603-l0a2r2hv/logs/debug-internal.log
2024-04-27 03:26:03,846 INFO    MainThread:29373 [wandb_init.py:_jupyter_setup():467] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x1300f0350>
2024-04-27 03:26:03,847 INFO    MainThread:29373 [wandb_init.py:init():561] calling init triggers
2024-04-27 03:26:03,847 INFO    MainThread:29373 [wandb_init.py:init():568] wandb.init called with sweep_config: {}
config: {'name': 'initial-run', 'batch_size': 4096, 'initial_lr': 0.0005, 'final_lr': 5e-05, 'num_epochs': 10, 'tn': 0, 'tf': 1, 'Nc': 64, 'Nf': 128}
2024-04-27 03:26:03,847 INFO    MainThread:29373 [wandb_init.py:init():611] starting backend
2024-04-27 03:26:03,848 INFO    MainThread:29373 [wandb_init.py:init():615] setting up manager
2024-04-27 03:26:03,853 INFO    MainThread:29373 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-04-27 03:26:03,867 INFO    MainThread:29373 [wandb_init.py:init():623] backend started and connected
2024-04-27 03:26:03,880 INFO    MainThread:29373 [wandb_run.py:_label_probe_notebook():1299] probe notebook
2024-04-27 03:26:03,883 INFO    MainThread:29373 [wandb_init.py:init():715] updated telemetry
2024-04-27 03:26:04,019 INFO    MainThread:29373 [wandb_init.py:init():748] communicating run to backend with 90.0 second timeout
2024-04-27 03:26:04,485 INFO    MainThread:29373 [wandb_run.py:_on_init():2357] communicating current version
2024-04-27 03:26:04,658 INFO    MainThread:29373 [wandb_run.py:_on_init():2366] got version response 
2024-04-27 03:26:04,659 INFO    MainThread:29373 [wandb_init.py:init():799] starting run threads in backend
2024-04-27 03:26:16,710 INFO    MainThread:29373 [wandb_run.py:_console_start():2335] atexit reg
2024-04-27 03:26:16,710 INFO    MainThread:29373 [wandb_run.py:_redirect():2190] redirect: wrap_raw
2024-04-27 03:26:16,711 INFO    MainThread:29373 [wandb_run.py:_redirect():2255] Wrapping output streams.
2024-04-27 03:26:16,711 INFO    MainThread:29373 [wandb_run.py:_redirect():2280] Redirects installed.
2024-04-27 03:26:16,722 INFO    MainThread:29373 [wandb_init.py:init():842] run started, returning control to user process
2024-04-27 03:26:16,722 INFO    MainThread:29373 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-27 03:26:16,723 INFO    MainThread:29373 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-27 03:26:16,778 INFO    MainThread:29373 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-27 03:26:16,800 INFO    MainThread:29373 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-27 03:26:16,801 INFO    MainThread:29373 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-27 03:26:16,943 INFO    MainThread:29373 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-27 03:27:27,404 INFO    MainThread:29373 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-27 03:27:27,411 INFO    MainThread:29373 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-27 03:27:27,691 INFO    MainThread:29373 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-27 03:27:27,767 INFO    MainThread:29373 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-27 03:27:27,767 INFO    MainThread:29373 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-27 03:27:27,803 INFO    MainThread:29373 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-27 03:27:27,872 INFO    MainThread:29373 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-27 03:27:27,872 INFO    MainThread:29373 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-27 03:27:27,908 INFO    MainThread:29373 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-27 03:27:27,920 INFO    MainThread:29373 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-27 03:27:27,922 INFO    MainThread:29373 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-27 03:27:27,986 INFO    MainThread:29373 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-27 03:27:28,016 INFO    MainThread:29373 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-27 03:27:28,016 INFO    MainThread:29373 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-27 03:27:28,039 INFO    MainThread:29373 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-27 03:27:28,044 INFO    MainThread:29373 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-27 03:27:28,045 INFO    MainThread:29373 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-27 03:27:28,063 INFO    MainThread:29373 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-27 03:27:28,070 INFO    MainThread:29373 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-27 03:27:28,072 INFO    MainThread:29373 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-27 03:27:28,114 INFO    MainThread:29373 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-27 03:27:28,121 INFO    MainThread:29373 [jupyter.py:save_ipynb():373] not saving jupyter notebook
