2024-04-27 12:16:31,319 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-04-27 12:16:31,320 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Configure stats pid to 29373
2024-04-27 12:16:31,320 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Loading settings from /Users/jasonokoro/.config/wandb/settings
2024-04-27 12:16:31,320 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Loading settings from /Users/jasonokoro/Desktop/proyectos/nerf/wandb/settings
2024-04-27 12:16:31,320 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'notebook_name': 'nerf.ipynb'}
2024-04-27 12:16:31,320 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-04-27 12:16:31,320 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2024-04-27 12:16:31,320 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2024-04-27 12:16:31,320 INFO    MainThread:29373 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-04-27 12:16:31,320 INFO    MainThread:29373 [wandb_init.py:_log_setup():521] Logging user logs to /Users/jasonokoro/Desktop/proyectos/nerf/wandb/run-20240427_121631-zn659ya2/logs/debug.log
2024-04-27 12:16:31,321 INFO    MainThread:29373 [wandb_init.py:_log_setup():522] Logging internal logs to /Users/jasonokoro/Desktop/proyectos/nerf/wandb/run-20240427_121631-zn659ya2/logs/debug-internal.log
2024-04-27 12:16:31,321 INFO    MainThread:29373 [wandb_init.py:_jupyter_setup():467] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x134112570>
2024-04-27 12:16:31,325 INFO    MainThread:29373 [wandb_init.py:init():561] calling init triggers
2024-04-27 12:16:31,325 INFO    MainThread:29373 [wandb_init.py:init():568] wandb.init called with sweep_config: {}
config: {'name': 'initial-run', 'batch_size': 4096, 'initial_lr': 0.0005, 'final_lr': 5e-05, 'num_iter': 100000.0, 'tn': 0, 'tf': 1, 'Nc': 64, 'Nf': 128}
2024-04-27 12:16:31,325 INFO    MainThread:29373 [wandb_init.py:init():611] starting backend
2024-04-27 12:16:31,325 INFO    MainThread:29373 [wandb_init.py:init():615] setting up manager
2024-04-27 12:16:31,334 INFO    MainThread:29373 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-04-27 12:16:31,339 INFO    MainThread:29373 [wandb_init.py:init():623] backend started and connected
2024-04-27 12:16:31,368 INFO    MainThread:29373 [wandb_run.py:_label_probe_notebook():1299] probe notebook
2024-04-27 12:16:31,370 INFO    MainThread:29373 [wandb_init.py:init():715] updated telemetry
2024-04-27 12:16:31,537 INFO    MainThread:29373 [wandb_init.py:init():748] communicating run to backend with 90.0 second timeout
2024-04-27 12:16:32,033 INFO    MainThread:29373 [wandb_run.py:_on_init():2357] communicating current version
2024-04-27 12:16:32,241 INFO    MainThread:29373 [wandb_run.py:_on_init():2366] got version response 
2024-04-27 12:16:32,242 INFO    MainThread:29373 [wandb_init.py:init():799] starting run threads in backend
2024-04-27 12:16:47,324 INFO    MainThread:29373 [wandb_run.py:_console_start():2335] atexit reg
